created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8,anomaly_IQR,anomaly_IF
2025-09-25 17:15:06+00:00,3493954,30,2.5,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:16:06+00:00,3493978,348,1.8,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:17:06+00:00,3494003,1,2.8,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:18:06+00:00,3494028,40,4.1,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:19:06+00:00,3494054,37,3.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:20:06+00:00,3494079,52,2.8,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:21:06+00:00,3494103,36,3.3,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:22:06+00:00,3494128,219,2.0,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:23:06+00:00,3494152,44,2.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:24:06+00:00,3494177,35,2.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:25:06+00:00,3494201,30,2.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:26:06+00:00,3494226,25,2.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:27:06+00:00,3494251,43,2.9,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:28:06+00:00,3494277,29,2.8,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:29:06+00:00,3494302,46,2.3,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:30:06+00:00,3494327,35,2.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:31:06+00:00,3494352,201,0.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:32:06+00:00,3494377,44,1.8,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:33:06+00:00,3494402,24,2.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:34:06+00:00,3494427,38,2.1,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:35:06+00:00,3494452,241,1.8,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:36:06+00:00,3494477,70,3.3,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:37:06+00:00,3494502,46,3.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:38:06+00:00,3494527,40,5.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:39:06+00:00,3494552,39,5.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:40:06+00:00,3494577,46,3.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:41:06+00:00,3494602,48,2.3,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:42:06+00:00,3494627,50,2.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:43:06+00:00,3494652,50,2.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:44:06+00:00,3494677,53,3.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:45:06+00:00,3494702,44,2.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:46:06+00:00,3494727,66,2.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:47:06+00:00,3494752,84,3.0,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:48:06+00:00,3494777,37,3.9,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:49:06+00:00,3494802,39,3.9,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:50:06+00:00,3494826,29,2.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:51:06+00:00,3494851,46,2.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:52:06+00:00,3494876,44,2.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:53:06+00:00,3494900,317,2.9,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:54:06+00:00,3494925,26,2.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:55:06+00:00,3494950,50,2.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:56:06+00:00,3494975,53,3.0,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:57:06+00:00,3495000,43,2.8,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:58:06+00:00,3495025,43,2.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 17:59:06+00:00,3495051,40,2.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:00:06+00:00,3495076,46,2.3,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:01:06+00:00,3495101,61,2.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:02:06+00:00,3495126,248,3.3,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:03:06+00:00,3495151,42,3.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:04:06+00:00,3495176,40,4.3,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:05:06+00:00,3495201,248,4.0,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:06:06+00:00,3495226,41,2.8,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:07:06+00:00,3495251,318,1.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:08:06+00:00,3495276,38,3.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:09:06+00:00,3495301,46,2.5,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:10:06+00:00,3495326,348,1.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:11:06+00:00,3495351,24,1.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:12:06+00:00,3495376,46,1.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:13:06+00:00,3495401,51,3.5,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:14:06+00:00,3495425,41,3.8,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:15:06+00:00,3495449,47,1.8,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:16:06+00:00,3495474,44,1.3,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:17:06+00:00,3495498,32,4.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:18:06+00:00,3495522,354,3.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:19:06+00:00,3495547,248,3.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:20:06+00:00,3495570,29,3.0,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:21:06+00:00,3495595,42,2.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:22:06+00:00,3495620,57,2.3,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:23:06+00:00,3495644,43,4.1,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:24:06+00:00,3495669,46,3.9,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:25:06+00:00,3495693,46,2.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:26:06+00:00,3495718,46,3.1,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:27:06+00:00,3495743,44,2.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:28:06+00:00,3495768,96,3.0,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:29:06+00:00,3495793,26,4.0,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:30:06+00:00,3495818,33,4.3,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:31:06+00:00,3495843,44,2.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:32:06+00:00,3495868,40,3.0,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:33:06+00:00,3495890,36,2.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:34:06+00:00,3495915,40,2.4,0,0.1,0.011,0,0,0,False,False
2025-09-25 18:35:06+00:00,3495939,327,3.0,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:36:06+00:00,3495964,208,2.9,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:37:06+00:00,3495989,35,4.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:38:06+00:00,3496014,41,5.3,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:39:06+00:00,3496040,44,4.3,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:40:06+00:00,3496065,44,3.9,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:41:06+00:00,3496090,25,2.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:42:06+00:00,3496114,29,2.8,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:43:06+00:00,3496139,38,2.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:44:06+00:00,3496163,42,4.3,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:45:06+00:00,3496188,37,4.3,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:46:06+00:00,3496213,32,3.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:47:06+00:00,3496238,86,2.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:48:06+00:00,3496262,15,3.5,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:49:06+00:00,3496287,248,3.5,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:50:06+00:00,3496314,36,2.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:51:06+00:00,3496339,287,2.8,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:52:06+00:00,3496363,33,4.0,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:53:06+00:00,3496386,3,4.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:54:06+00:00,3496410,17,4.1,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:55:06+00:00,3496433,30,1.8,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:56:06+00:00,3496458,38,3.0,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:57:06+00:00,3496481,315,4.5,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:58:06+00:00,3496505,39,3.1,0,0.1,0.0,0,0,0,False,False
2025-09-25 18:59:06+00:00,3496529,43,2.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:00:06+00:00,3496554,114,2.0,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:01:06+00:00,3496579,322,4.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:02:06+00:00,3496603,106,2.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:03:06+00:00,3496628,321,1.9,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:04:06+00:00,3496653,51,2.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:05:06+00:00,3496677,15,4.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:06:06+00:00,3496701,34,3.7,0,0.1,0.011,0,0,0,False,False
2025-09-25 19:07:06+00:00,3496726,36,2.8,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:08:06+00:00,3496751,38,3.8,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:09:06+00:00,3496776,49,4.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:10:06+00:00,3496801,46,4.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:11:06+00:00,3496826,41,2.9,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:12:06+00:00,3496849,54,3.1,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:13:06+00:00,3496873,47,2.9,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:14:06+00:00,3496897,32,4.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:15:06+00:00,3496920,46,2.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:16:06+00:00,3496941,42,4.1,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:17:06+00:00,3496964,44,2.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:18:06+00:00,3496989,56,2.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:19:06+00:00,3497014,43,3.5,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:20:06+00:00,3497039,40,4.5,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:21:06+00:00,3497064,35,4.0,0,0.1,0.011,0,0,0,False,False
2025-09-25 19:22:06+00:00,3497088,42,3.9,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:23:06+00:00,3497111,46,3.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:24:06+00:00,3497135,35,2.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:25:06+00:00,3497160,36,3.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:26:06+00:00,3497184,39,4.5,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:27:06+00:00,3497209,31,3.1,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:28:06+00:00,3497233,39,3.0,0,0.1,0.011,0,0,0,False,False
2025-09-25 19:29:06+00:00,3497257,46,1.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:30:06+00:00,3497282,37,3.8,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:31:06+00:00,3497307,51,3.1,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:32:06+00:00,3497332,39,3.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:33:06+00:00,3497357,40,4.5,0,0.1,0.011,0,0,0,False,False
2025-09-25 19:34:06+00:00,3497382,43,4.8,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:35:06+00:00,3497407,40,3.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:36:06+00:00,3497432,37,3.7,0,0.1,0.011,0,0,0,False,False
2025-09-25 19:37:06+00:00,3497457,287,3.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:38:06+00:00,3497482,42,2.9,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:39:06+00:00,3497507,91,1.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:40:06+00:00,3497532,43,2.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:41:06+00:00,3497557,52,1.5,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:42:06+00:00,3497582,49,3.9,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:43:06+00:00,3497607,35,3.4,0,0.1,0.011,0,0,0,False,False
2025-09-25 19:44:06+00:00,3497630,48,3.8,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:45:06+00:00,3497654,25,2.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:46:06+00:00,3497678,44,4.6,0,0.1,0.011,0,0,0,False,False
2025-09-25 19:47:06+00:00,3497703,53,3.0,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:48:06+00:00,3497726,41,3.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:49:06+00:00,3497750,46,4.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:50:06+00:00,3497774,43,3.8,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:51:06+00:00,3497799,34,5.7,0,0.1,0.011,0,0,0,False,False
2025-09-25 19:52:06+00:00,3497824,44,3.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:53:06+00:00,3497849,40,4.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:54:06+00:00,3497874,42,4.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:55:06+00:00,3497899,36,3.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:56:06+00:00,3497924,46,3.5,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:57:06+00:00,3497948,46,3.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:58:06+00:00,3497972,44,3.0,0,0.1,0.0,0,0,0,False,False
2025-09-25 19:59:06+00:00,3497996,47,4.3,0,0.1,0.011,0,0,0,False,False
2025-09-25 20:00:06+00:00,3498021,180,3.1,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:01:06+00:00,3498046,64,2.5,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:02:06+00:00,3498070,85,1.7,0,0.1,0.011,0,0,0,False,False
2025-09-25 20:03:06+00:00,3498095,124,2.8,0,0.1,0.011,0,0,0,False,False
2025-09-25 20:04:06+00:00,3498120,42,3.3,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:05:06+00:00,3498145,54,3.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:06:06+00:00,3498170,42,4.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:07:06+00:00,3498195,26,4.7,0,0.1,0.011,0,0,0,False,False
2025-09-25 20:08:06+00:00,3498220,36,3.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:09:06+00:00,3498245,46,3.8,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:10:06+00:00,3498269,327,3.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:11:06+00:00,3498294,31,3.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:12:06+00:00,3498319,46,3.1,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:13:06+00:00,3498344,318,2.8,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:14:06+00:00,3498367,34,4.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:15:06+00:00,3498391,47,4.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:16:06+00:00,3498414,10,3.9,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:17:06+00:00,3498438,42,3.1,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:18:06+00:00,3498462,39,3.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:19:06+00:00,3498487,46,3.3,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:20:06+00:00,3498512,40,2.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:21:06+00:00,3498537,42,1.8,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:22:06+00:00,3498562,44,3.0,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:23:06+00:00,3498587,30,2.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:24:06+00:00,3498612,38,4.1,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:25:06+00:00,3498637,37,3.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:26:06+00:00,3498662,24,2.9,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:27:06+00:00,3498687,41,3.1,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:28:06+00:00,3498712,37,3.8,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:29:06+00:00,3498737,43,4.0,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:30:06+00:00,3498762,345,4.5,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:31:06+00:00,3498787,55,3.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:32:06+00:00,3498812,38,3.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:33:06+00:00,3498837,17,3.1,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:34:06+00:00,3498862,40,6.3,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:35:06+00:00,3498887,23,4.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:36:06+00:00,3498911,37,5.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:37:06+00:00,3498935,15,7.0,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:38:06+00:00,3498960,315,5.0,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:39:06+00:00,3498985,124,3.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:40:06+00:00,3499010,41,3.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:41:06+00:00,3499035,37,6.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:42:06+00:00,3499059,44,5.0,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:43:06+00:00,3499083,21,4.5,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:44:06+00:00,3499107,42,5.9,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:45:06+00:00,3499132,42,6.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:46:06+00:00,3499157,44,4.3,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:47:06+00:00,3499182,43,3.5,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:48:06+00:00,3499207,43,4.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:49:06+00:00,3499231,38,4.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:50:06+00:00,3499256,39,4.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:51:06+00:00,3499281,35,2.3,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:52:06+00:00,3499305,49,4.1,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:53:06+00:00,3499329,46,5.0,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:54:06+00:00,3499354,46,6.3,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:55:06+00:00,3499378,15,4.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:56:06+00:00,3499402,42,5.5,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:57:06+00:00,3499426,39,4.0,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:58:06+00:00,3499451,38,4.3,0,0.1,0.0,0,0,0,False,False
2025-09-25 20:59:06+00:00,3499476,49,1.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:00:06+00:00,3499500,44,4.5,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:01:06+00:00,3499525,46,5.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:02:06+00:00,3499550,35,5.3,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:03:06+00:00,3499574,43,4.5,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:04:06+00:00,3499598,44,5.3,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:05:06+00:00,3499622,7,4.5,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:06:06+00:00,3499646,101,6.5,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:07:06+00:00,3499671,32,4.9,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:08:06+00:00,3499696,51,4.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:09:06+00:00,3499721,38,5.3,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:10:06+00:00,3499751,46,3.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:11:06+00:00,3499775,33,4.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:12:06+00:00,3499799,33,5.9,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:13:06+00:00,3499822,42,4.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:14:06+00:00,3499846,8,3.8,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:15:06+00:00,3499871,42,4.5,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:16:06+00:00,3499898,32,4.9,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:17:06+00:00,3499922,22,5.3,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:18:06+00:00,3499948,15,6.9,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:19:06+00:00,3499973,321,4.0,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:20:06+00:00,3499998,42,5.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:21:06+00:00,3500023,44,4.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:22:06+00:00,3500048,44,4.4,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:23:06+00:00,3500072,37,3.8,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:24:06+00:00,3500097,327,4.3,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:25:06+00:00,3500122,41,5.2,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:26:06+00:00,3500146,47,3.5,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:27:06+00:00,3500170,46,4.9,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:28:06+00:00,3500195,43,5.1,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:29:06+00:00,3500220,42,3.0,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:30:06+00:00,3500245,44,2.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:31:06+00:00,3500270,53,4.0,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:32:06+00:00,3500295,49,3.6,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:33:06+00:00,3500320,46,6.7,0,0.1,0.0,0,0,0,False,False
2025-09-25 21:34:06+00:00,3500344,43,4.4,0,0.1,0.0,0,0,0,False,False
